94047 silly lifecycle user-home@1.1.1~preinstall: no script for preinstall, continuing
103029 silly lifecycle xmlbuilder@8.2.2~install: no script for install, continuing
103030 silly install xml2js@0.4.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\xml2js-accdd5ca
103031 info lifecycle xml2js@0.4.0~install: xml2js@0.4.0
103032 silly lifecycle xml2js@0.4.0~install: no script for install, continuing
103033 silly install xregexp@3.1.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\xregexp-3b4b169a
103034 info lifecycle xregexp@3.1.1~install: xregexp@3.1.1
103035 silly lifecycle xregexp@3.1.1~install: no script for install, continuing
103036 silly install table@3.7.8 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\table-3df0ff58
103037 info lifecycle table@3.7.8~install: table@3.7.8
103038 silly lifecycle table@3.7.8~install: no script for install, continuing
103039 silly install xtend@4.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\xtend-88ab40aa
103040 info lifecycle xtend@4.0.1~install: xtend@4.0.1
103041 silly lifecycle xtend@4.0.1~install: no script for install, continuing
103042 silly install through2@0.6.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\through2-56ab8255
103043 info lifecycle through2@0.6.5~install: through2@0.6.5
103044 silly lifecycle through2@0.6.5~install: no script for install, continuing
103045 silly install through2@2.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\through2-703ac426
103046 info lifecycle through2@2.0.1~install: through2@2.0.1
103047 silly lifecycle through2@2.0.1~install: no script for install, continuing
103048 silly install gulp-util@3.0.7 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\gulp-util-36efbc48
103049 info lifecycle gulp-util@3.0.7~install: gulp-util@3.0.7
103050 silly lifecycle gulp-util@3.0.7~install: no script for install, continuing
103051 silly install gulp-watch@4.3.8 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\gulp-watch-50a48317
103052 info lifecycle gulp-watch@4.3.8~install: gulp-watch@4.3.8
103053 silly lifecycle gulp-watch@4.3.8~install: no script for install, continuing
103054 silly install gulp-minify-css@1.2.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\gulp-minify-css-d30e2f92
103055 info lifecycle gulp-minify-css@1.2.1~install: gulp-minify-css@1.2.1
103056 silly lifecycle gulp-minify-css@1.2.1~install: no script for install, continuing
103057 silly install gulp-uglify@1.5.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\gulp-uglify-8313605f
103058 info lifecycle gulp-uglify@1.5.4~install: gulp-uglify@1.5.4
103059 silly lifecycle gulp-uglify@1.5.4~install: no script for install, continuing
103060 silly install gulp-sourcemaps@1.6.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\gulp-sourcemaps-1c481256
103061 info lifecycle gulp-sourcemaps@1.6.0~install: gulp-sourcemaps@1.6.0
103062 silly lifecycle gulp-sourcemaps@1.6.0~install: no script for install, continuing
103063 silly install deps-sort@2.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\deps-sort-262fea0a
103064 info lifecycle deps-sort@2.0.0~install: deps-sort@2.0.0
103065 silly lifecycle deps-sort@2.0.0~install: no script for install, continuing
103066 silly install browser-pack@6.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\browser-pack-ac64d0d4
103067 info lifecycle browser-pack@6.0.1~install: browser-pack@6.0.1
103068 silly lifecycle browser-pack@6.0.1~install: no script for install, continuing
103069 silly install stream-http@2.3.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\stream-http-0b174c82
103070 info lifecycle stream-http@2.3.0~install: stream-http@2.3.0
103071 silly lifecycle stream-http@2.3.0~install: no script for install, continuing
103072 silly install module-deps@4.0.7 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\module-deps-13d6a50e
103073 info lifecycle module-deps@4.0.7~install: module-deps@4.0.7
103074 silly lifecycle module-deps@4.0.7~install: no script for install, continuing
103075 silly install is-my-json-valid@2.13.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\is-my-json-valid-941be10e
103076 info lifecycle is-my-json-valid@2.13.1~install: is-my-json-valid@2.13.1
103077 silly lifecycle is-my-json-valid@2.13.1~install: no script for install, continuing
103078 silly install har-validator@2.0.6 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\har-validator-03f8ed3e
103079 info lifecycle har-validator@2.0.6~install: har-validator@2.0.6
103080 silly lifecycle har-validator@2.0.6~install: no script for install, continuing
103081 silly install request@2.72.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\request-0a501870
103082 info lifecycle request@2.72.0~install: request@2.72.0
103083 silly lifecycle request@2.72.0~install: no script for install, continuing
103084 silly install strong-remoting@2.28.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\strong-remoting-08a7dd1e
103085 info lifecycle strong-remoting@2.28.1~install: strong-remoting@2.28.1
103086 silly lifecycle strong-remoting@2.28.1~install: no script for install, continuing
103087 silly install node-gyp@3.4.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\node-gyp-04b709e8
103088 info lifecycle node-gyp@3.4.0~install: node-gyp@3.4.0
103089 silly lifecycle node-gyp@3.4.0~install: no script for install, continuing
103090 silly install eslint@2.13.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\eslint-a5bb1c90
103091 info lifecycle eslint@2.13.1~install: eslint@2.13.1
103092 silly lifecycle eslint@2.13.1~install: no script for install, continuing
103093 silly install loopback-datasource-juggler@2.46.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\loopback-datasource-juggler-bea29f47
103094 info lifecycle loopback-datasource-juggler@2.46.1~install: loopback-datasource-juggler@2.46.1
103095 silly lifecycle loopback-datasource-juggler@2.46.1~install: no script for install, continuing
103096 silly install loopback-connector-remote@1.3.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\loopback-connector-remote-11f3ab59
103097 info lifecycle loopback-connector-remote@1.3.1~install: loopback-connector-remote@1.3.1
103098 silly lifecycle loopback-connector-remote@1.3.1~install: no script for install, continuing
103099 silly install loopback@2.29.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\loopback-35049858
103100 info lifecycle loopback@2.29.0~install: loopback@2.29.0
103101 silly lifecycle loopback@2.29.0~install: no script for install, continuing
103102 silly install insert-module-globals@7.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\insert-module-globals-c4a1adb4
103103 info lifecycle insert-module-globals@7.0.1~install: insert-module-globals@7.0.1
103104 silly lifecycle insert-module-globals@7.0.1~install: no script for install, continuing
103105 silly install through2@0.6.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\through2-0d39fd24
103106 info lifecycle through2@0.6.5~install: through2@0.6.5
103107 silly lifecycle through2@0.6.5~install: no script for install, continuing
103108 silly install gulp-concat@2.6.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\gulp-concat-aab5c7af
103109 info lifecycle gulp-concat@2.6.0~install: gulp-concat@2.6.0
103110 silly lifecycle gulp-concat@2.6.0~install: no script for install, continuing
103111 silly install through2@0.6.5 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\through2-e42cf5d3
103112 info lifecycle through2@0.6.5~install: through2@0.6.5
103113 silly lifecycle through2@0.6.5~install: no script for install, continuing
103114 silly install glob-stream@3.1.18 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\glob-stream-d45aa87f
103115 info lifecycle glob-stream@3.1.18~install: glob-stream@3.1.18
103116 silly lifecycle glob-stream@3.1.18~install: no script for install, continuing
103117 silly install vinyl-fs@0.3.14 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\vinyl-fs-9dc6e9d4
103118 info lifecycle vinyl-fs@0.3.14~install: vinyl-fs@0.3.14
103119 silly lifecycle vinyl-fs@0.3.14~install: no script for install, continuing
103120 silly install gulp@3.9.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\gulp-ed3e744d
103121 info lifecycle gulp@3.9.1~install: gulp@3.9.1
103122 silly lifecycle gulp@3.9.1~install: no script for install, continuing
103123 silly install browserify@13.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\browserify-75e8e35c
103124 info lifecycle browserify@13.0.1~install: browserify@13.0.1
103125 silly lifecycle browserify@13.0.1~install: no script for install, continuing
103126 silly install watchify@3.7.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\watchify-d1ad9b5f
103127 info lifecycle watchify@3.7.0~install: watchify@3.7.0
103128 silly lifecycle watchify@3.7.0~install: no script for install, continuing
103129 silly install y18n@3.2.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\y18n-3af30bd4
103130 info lifecycle y18n@3.2.1~install: y18n@3.2.1
103131 silly lifecycle y18n@3.2.1~install: no script for install, continuing
103132 silly install yallist@2.0.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\yallist-119fed80
103133 info lifecycle yallist@2.0.0~install: yallist@2.0.0
103134 silly lifecycle yallist@2.0.0~install: no script for install, continuing
103135 silly install lru-cache@4.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\lru-cache-2687f2dc
103136 info lifecycle lru-cache@4.0.1~install: lru-cache@4.0.1
103137 silly lifecycle lru-cache@4.0.1~install: no script for install, continuing
103138 silly install cross-spawn@3.0.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\cross-spawn-86d44971
103139 info lifecycle cross-spawn@3.0.1~install: cross-spawn@3.0.1
103140 silly lifecycle cross-spawn@3.0.1~install: no script for install, continuing
103141 silly install yaml@0.2.3 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\yaml-07cb2347
103142 info lifecycle yaml@0.2.3~install: yaml@0.2.3
103143 silly lifecycle yaml@0.2.3~install: no script for install, continuing
103144 silly install restler@3.3.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\restler-4bcd9149
103145 info lifecycle restler@3.3.0~install: restler@3.3.0
103146 silly lifecycle restler@3.3.0~install: no script for install, continuing
103147 silly install yargs@3.32.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\yargs-2c707014
103148 info lifecycle yargs@3.32.0~install: yargs@3.32.0
103149 silly lifecycle yargs@3.32.0~install: no script for install, continuing
103150 silly install protobufjs@4.1.3 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\protobufjs-eac00fe1
103151 info lifecycle protobufjs@4.1.3~install: protobufjs@4.1.3
103152 silly lifecycle protobufjs@4.1.3~install: no script for install, continuing
103153 silly install yargs-parser@2.4.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\yargs-parser-7333dfb6
103154 info lifecycle yargs-parser@2.4.0~install: yargs-parser@2.4.0
103155 silly lifecycle yargs-parser@2.4.0~install: no script for install, continuing
103156 silly install yargs@4.7.1 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\yargs-9bf3d938
103157 info lifecycle yargs@4.7.1~install: yargs@4.7.1
103158 silly lifecycle yargs@4.7.1~install: no script for install, continuing
103159 silly install sass-graph@2.1.2 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\sass-graph-cf090b03
103160 info lifecycle sass-graph@2.1.2~install: sass-graph@2.1.2
103161 silly lifecycle sass-graph@2.1.2~install: no script for install, continuing
103162 silly install node-sass@3.8.0 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\node-sass-e4e0f024
103163 info lifecycle node-sass@3.8.0~install: node-sass@3.8.0
103164 verbose lifecycle node-sass@3.8.0~install: unsafe-perm in lifecycle true
103165 verbose lifecycle node-sass@3.8.0~install: PATH: C:\Program Files\nodejs\node_modules\npm\bin\node-gyp-bin;C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\node-sass\node_modules\.bin;C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.bin;C:\Program Files\nodejs;C:\Users\IBM_ADMIN\bin;C:\Program Files\Git\mingw64\bin;C:\Program Files\Git\usr\local\bin;C:\Program Files\Git\usr\bin;C:\Program Files\Git\usr\bin;C:\Program Files\Git\mingw64\bin;C:\Program Files\Git\usr\bin;C:\Users\IBM_ADMIN\bin;C:\ProgramData\Oracle\Java\javapath;C:\windows\system32;C:\windows;C:\windows\System32\Wbem;C:\windows\System32\WindowsPowerShell\v1.0;C:\Program Files\IBM\Infoprint Select;C:\Program Files\ThinkPad\Bluetooth Software;C:\Program Files\ThinkPad\Bluetooth Software\syswow64;C:\Program Files (x86)\ATI Technologies\ATI.ACE\Core-Static;C:\Program Files (x86)\IBM\Personal Communications;C:\Program Files (x86)\IBM\Trace Facility;C:\Program Files\Git\cmd;C:\Program Files\CloudFoundry;C:\Go\bin;C:\cygwin64\bin;C:\Program Files\nodejs;C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit;C:\HashiCorp\Vagrant\bin;C:\Program Files (x86)\Microsoft VS Code\bin;C:\Users\IBM_ADMIN\AppData\Roaming\npm;C:\Program Files\Git\usr\bin\vendor_perl;C:\Program Files\Git\usr\bin\core_perl
103166 verbose lifecycle node-sass@3.8.0~install: CWD: C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\node-sass
103167 silly lifecycle node-sass@3.8.0~install: Args: [ '/d /s /c', 'node scripts/install.js' ]
103168 silly lifecycle node-sass@3.8.0~install: Returned: code: 0  signal: null
103169 silly install gulp-sass@2.3.2 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\gulp-sass-f3896fca
103170 info lifecycle gulp-sass@2.3.2~install: gulp-sass@2.3.2
103171 silly lifecycle gulp-sass@2.3.2~install: no script for install, continuing
103172 silly install adm-zip@0.4.7 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\adm-zip-7386966f
103173 info lifecycle adm-zip@0.4.7~install: adm-zip@0.4.7
103174 silly lifecycle adm-zip@0.4.7~install: no script for install, continuing
103175 silly install aes-js@0.2.4 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\aes-js-c1bad468
103176 info lifecycle aes-js@0.2.4~install: aes-js@0.2.4
103177 silly lifecycle aes-js@0.2.4~install: no script for install, continuing
103178 silly install body-parser@1.0.2 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\body-parser-5ef87520
103179 info lifecycle body-parser@1.0.2~install: body-parser@1.0.2
103180 silly lifecycle body-parser@1.0.2~install: no script for install, continuing
103181 silly install cf-deployment-tracker-client@0.0.8 C:\work\src\github.com\siddharthhparikh\cp-web\node_modules\.staging\cf-deployment-tracker-client-2f16bd9c
